schoolName,schoolType,schoolGov,schoolAdresse,schoolPhoneNumber,schoolEmail
Schooling Tej,Primaire/Privé,Ben Arous,"2 rue sidi Benarous EL MOUROUJ 1 2074, Tunisie ,Ben Arous",52063086/70317048, direction.generale@schooling-tej.com 
Sciences Po Tunis : Institut d’études politiques de Tunis (IEP Tunis),Supérieur/Privé,Tunis,"30 Rue Platon, Zone d' activité Khaireddine, Les Berges du Lac III ,Tunis",71182300, info@uetunis.com 
Select School Plus Skills,Secondaire/Privé,Sousse,"Citée Ezzahra "" Ancien siége de la topographie"" ,Sousse",73235000/92331000, selectschoolandskills@gmail.com 
Sheikh Salah School,Secondaire/Privé,Médenine,"Route de Beni Khedach ,Médenine",97797065, sheikhsalahschool@gmail.com 
Simone de Beauvoir,Primaire/Privé,Sfax,"Rue du 13 Aout , Poudrière 1 ,Sfax",29418710, contact@simonedebeauvoir.tn 
Smart Kids,Primaire/Privé,Sidi Bouzid,"Rue de l'Environnement - Route Sidi Bouzid, à côté du Steg ,Bir Hfay",97845240/97875146,None
Smart School,Primaire/Privé,Kairouan,"Avenue Jamel Abdennasser Mansoura ,Kairouan",51579736, academie.sixdouze@gmail.com 
smart school,Primaire/Privé,Tunis,"1082 ,Tunis",70733808/23400494, contact@smartschool.tn 
Smart School El Hamma,Primaire/Privé,Gabès,"Cité Ennaes Cheryak, El Hamma ,Gabès",24883021/75337599,None
SOCRATE SCHOOL,Primaire/Privé,Tunis,"19 Rue socrate ZI kheireddine Lac 3 ,Le Kram",50500643/50500732, development@socrateschool.tn 
Sousse Leaders School SLS,Secondaire/Privé,Sousse,"Lotissement Imen près de Carrefour Market Khzema Ouest ,Sousse",50149542, sousse.leaders.school@gmail.com 
Success School,Primaire/Privé,Tunis,"1 Rue de la Mecque Attabek ,La Marsa",92721211, successschool.tn@gmail.com 
Success School Sousse,Primaire/Privé,Sousse,"Rue Pakistan ,Sousse",96071200/73071200, successschool.ts@gmail.com 
SUPTECH UNIVERSITY,Supérieur/Privé,Tunis,"22, Avenue de Madrid ,Tunis",71336888, contact@suptech.tn 
SUPTECH UNIVERSITY ( GABES ),Supérieur/Privé,Gabès,"Campus Universitaire, ZRIG ,Gabès",75392135, gabes@suptech.tn 
Syrine School,Primaire/Privé,Kasserine,"Rue 41948 Cité  4 ,Azzouhour",71597870, info@syrineschool.tn 
Tacapes Lel Maarifa,Primaire/Privé,Gabès,"À côté de Fashion, derrière kiosque Shell ,Gabès",75398202, tacapeslelmaarifa@gmail.com 
Tacapes School,Primaire/Privé,Gabès,"Cité Ibn Khaldoun, AFH ,Gabès",58692584/75294378/98543063, stacapes@gmail.com 
Tahar Haddad,Primaire/Privé,Tunis,"Avenue Mohamed 5, L'Aéroport, Le Kram ,Tunis",71276787, taher7added@hotmail.tn 
Tahar Haddad,Secondaire/Public,Manouba,"ROUTE DE MATEUR ,Oued Ellil",71535527,None
TALEB SCHOOL,Primaire/Privé,Tunis,"rue d italie cité el amen boumhel ,Tunis",26340289,None
Taleb School,Secondaire/Privé,Ben Arous,"Rue d'Italie, Cité El Amen Boumhel ,Ben Arous",26340289,None
Tanit school,Primaire/Privé,Ariana,"67 rue ibn khaldoun riadh landalous ,Ariana",97874484,None
Tarik El Maarifa,Primaire/Privé,Ben Arous,"57 Avenue Ennoeha, Cité El Habib ,Ezzahra",21907583,None
TAYBAH EDUCATIONAL CENTER,Primaire/Privé,Tunis,"Zone industrielle, Sidi Daoued ,Tunis",71854654, contact@taybah.tn 
TEK-UP,Supérieur/Privé,Ariana,"Z.I Chotrana II Pôle Technologique Elgazala ,Ariana",23814000,None
Tek-Up School,Primaire/Privé,Ariana,"Zone industrielle, Chotrana 2 ,Ariana",25838600/29030264, school@tek-up.de 
Temime,Secondaire/Public,Nabeul,"RUE MOHAMED BEN REJEB ,Menzel Temime",72344696,None
The Bridge,Primaire/Privé,Nabeul,"Avenue du Docteur Mohamed Souissi (route du Lido), face au lycée de Dar Châabene El Fehri ,Nabeul",29039365/21292604/23386110, contact@thebridge.tn 
THE EXCELLENCE SCHOOL,Secondaire/Privé,Bizerte,"Rue Khalil Fouchalli - Cité la Santé ,Bizerte",58364040, alimtiez@gmail.com 
The Leader's School,Primaire/Privé,Médenine,"Rue Ibn Sina (Avicenne) ,Mednine Nord",75632582, ADMIN@RAEDSCHOOL.TN 
Thysdrus Private School,Primaire/Privé,Mahdia,"Rue Ali Belhouane, Route de Mahdia ,Eljem",31597777,None
Thysdrus Private School,Secondaire/Privé,Mahdia,"Rue Ali Belhouane, Route de Mahdia ,Eljem",31597777,None
Time Université,Supérieur/Privé,Ariana,"Lot N° 46, Z.I Chotrana II ,Ariana",70721212, admissions@time.ens.tn 
Tulip School,Primaire/Privé,Sfax,"Route de gremda km 6.5 ,Sfax",74267647/98418229/21870407, tulip.school.2018@gmail.com 
Tunis Business School - TBS,Supérieur/Public,Tunis,"Bir El Kasâa, El Mourouj, Ben Arous ,Tunis",79409409/79409400, Contact@tunis-business-school.tn 
Tunisian Smart School,Primaire/Privé,Tunis,"8 Rue llya Abou Madhi France Ville El Omrane ,Tunis",97014493, tunisiansmartschool@gmail.com 
Tunisian University of Technology TUTECH-MEDENINE,Supérieur/Privé,Médenine,"Immeuble Ennajeh, 75 Avenue Habib Bourguiba (en face de la C.N.S.S) ,Médenine",75648888, tutech.medenine@gmail.com 
UIK - Université Ibn Khaldoun,Supérieur/Privé,Ariana,"Rue Jawdet El Hayet Chotrana 1 ,Soukra",70694194/97432463, info@uik.ens.tn 
ULYSSE SCHOOL,Primaire/Privé,Tunis,"12 Rue Rabaa Al Adaouia    El Menzah 7 ,Tunis",71753290, contact@ulysse.ens.tn 
Université Arabe des Sciences - UAS,Supérieur/Privé,Tunis,"34,Rue Cyrus le Grand ,Tunis",71336023/71335073, contact@uas.ens.tn 
Université Internationale de Tunis - UIT,Supérieur/Privé,Tunis,"48, rue des Minéraux - Charguia I ,Tunis",71809000, admission@uit.tn 
Université Libre de Tunis (ULT),Supérieur/Privé,Tunis,"32 Bis Av. Kheireddine Pacha ,Tunis",71902811, contact@ult-tunisie.com 
UNIVERSITÉ MAHMOUD EL MATERI,Supérieur/Privé,Tunis,"10 Rue Bourgine, Montplaisir ,Tunis",71847822, contact@umm-tunisie.com 
Université Montplaisir Tunis (UMT),Supérieur/Public,Tunis,"Quartier Montplaisir Rue Aboubaker El Bokri ,Tunis",71901660, contact@umt.ens.tn 
Université Privée de Sousse (UPS),Supérieur/Privé,Sousse,"Campus Universitaire-Boukhzar ,Sousse",73231985/73231986/52532241, ups@ups.ens.tn 
Université Privée des Etudes Scientifiques et Technologiques UPES,Supérieur/Privé,Ben Arous,"Face à la gare de Sidi-Rézig ,Megrine",71426354/52126354, info@upes-megrine.com 
UNIVERSITÉ SESAME,Supérieur/Privé,Ariana,"ZI Chotrana I – BP 4 parc technologique Elgazala ,Raouède",70686486/97397292, sesame@sesame.com.tn 
Université Tunis Carthage (UTC),Supérieur/Privé,Ariana,"Avenue Fattouma Bourguiba ,Soukra",54380000, admission@utctunisie.com 
UNIVERSITÉ VIRTUELLE DE TUNIS (UVT),Supérieur/Public,Tunis,"13 Rue Ibn Nadim, Montplaisir ,Tunis",71905248/71905269/71905254, webmaster@uvt.rnu.tn 
UPSAT Université Privée des Sciences et Arts Techniques de Sfax,Supérieur/Privé,Sfax,"route manzel cheker km 0,5 ,Sfax Ville",74460854, info@upsat.tn 
VATEL - HOTEL & TOURISM BUSINESS SCHOOL,Supérieur/Public,Tunis,"Zone d'activité Khereddine ,Tunis",71182300, info@vatel.tn 
Victor Hugo,Primaire/Privé,Ariana,"Les Jardins d'El Menzah 2 ,Ariana",28280281,None
Victor Hugo,Primaire/Privé,Tunis,"27 Rue Avicenne 2000 Bardo ,Tunis",71583989/98595714,None
Wanderlust School,Primaire/Privé,Sfax,"Route de Tunis km 3 ,Sfax",74441080, wilc@tunet.tn 
WILLIAM SHAKESPEARE,Primaire/Privé,Ariana,"20 Rue Medinet Raoudha 2001 Cité Ennasr, Ariana ,Ariana Ville",55080970,None
Zahrat Al Madaeen,Primaire/Privé,Ben Arous,"3, Rue de Bizerte nouvelle Médina 3 ,Ben Arous",95160030/97516240/71314476, zahratalmadaeen3@gmail.com 
Zaouiya Bokriya,Primaire/Privé,Tunis,"5,rue zaouiya al bokriya bab souika ,Bab Souika",71560795,None
Zaytouna International School,Primaire/Privé,Médenine,"Rue Constantine ,Zazis",20051051, contact@zaytouna-school.com 
